id,date,amount,utr_ref,narration
BNK-e29942c2,2026-08-03,374762.91,UTR-MOCK-10123,NEFT/UTR-MOCK-10123/DELHIVERY LOGISTICS/INV-10123
BNK-0c5e86ae,2026-08-09,410217.71,UTR-MOCK-10218,NEFT/UTR-MOCK-10218/STRIPE PAY/INV-10218
BNK-16e77247,2026-08-17,101198.79,UTR-MOCK-10060,NEFT/UTR-MOCK-10060/STRIPE PAY/INV-10060
BNK-9a99aacb,2026-08-08,62310.35,UTR-MOCK-10499,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10499/UNRECORDED
BNK-8237c23c,2026-07-25,350967.98,UTR-MOCK-10092,NEFT/UTR-MOCK-10092/DELHIVERY LOGISTICS/INV-10092
BNK-afffe2fa,2026-07-26,317962.94,UTR-MOCK-10177,NEFT/UTR-MOCK-10177/AWS CLOUD/INV-10177
BNK-5bf075d6,2026-07-28,123548.46,UTR-MOCK-10232,NEFT/UTR-MOCK-10232/ATLASSIAN JIRA/INV-10232
BNK-a081d10f,2026-08-20,215949.28,UTR-MOCK-10239,NEFT/UTR-MOCK-10239/FRESHWORKS/INV-10239
BNK-3fad2e69,2026-08-18,186769.3,UTR-MOCK-10306,NEFT/UTR-MOCK-10306/MSFT AZURE/INV-10306
BNK-4e228f0a,2026-08-13,143206.77,UTR-MOCK-10308,NEFT/UTR-MOCK-10308/BHARTI AIRTEL/INV-10308
BNK-afb5beba,2026-07-28,298704.55,UTR-MOCK-10190,NEFT/UTR-MOCK-10190/TATA COMM/INV-10190
BNK-200f2005,2026-08-15,371789.26,UTR-MOCK-10289,NEFT/UTR-MOCK-10289/STRIPE PAY/INV-10289
BNK-308c7a8b,2026-08-08,2371.72,UTR-MOCK-10465,CHG/CURRENT ACCOUNT QUARTERLY LEDGER FOLIO CHG/REF-10465
BNK-e4f8ca25,2026-08-01,266938.12,UTR-MOCK-10291,NEFT/UTR-MOCK-10291/TATA COMM/INV-10291
BNK-4d7a17e4,2026-08-17,416841.59,UTR-MOCK-10088,NEFT/UTR-MOCK-10088/RAZORPAY/INV-10088
BNK-f6de73a3,2026-08-03,320878.22,UTR-MOCK-10222,NEFT/UTR-MOCK-10222/ATLASSIAN JIRA/INV-10222
BNK-350e24fd,2026-08-01,98094.2,UTR-MOCK-10317,NEFT/UTR-MOCK-10317/UBER BIZ/INV-10317
BNK-0d06bbcf,2026-07-24,278299.11,UTR-MOCK-10286,NEFT/UTR-MOCK-10286/SWIGGY B2B/INV-10286
BNK-26f0f969,2026-07-31,90004.07,UTR-MOCK-10340,UPI/CR/UTR-MOCK-10340/NOTION LAB/PAYMENT
BNK-7cf64aae,2026-08-14,3718,UTR-MOCK-10461,CHG/CORPORATE NETBANKING TOKEN RENEWAL CHARGE/REF-10461
BNK-00332d8a,2026-08-03,219156.46,UTR-MOCK-10109,NEFT/UTR-MOCK-10109/WEWORK COWORKING/INV-10109
BNK-896042fb,2026-08-06,201845.43,UTR-MOCK-10135,NEFT/UTR-MOCK-10135/KPMG AUDIT/INV-10135
BNK-5371b5ca,2026-08-10,157498.03,UTR-MOCK-10055,NEFT/UTR-MOCK-10055/FRESHWORKS/INV-10055
BNK-ad4aeba9,2026-08-09,32452.61,UTR-MOCK-10497,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10497/UNRECORDED
BNK-ad36acf6,2026-08-17,428709.36,UTR-MOCK-10118,NEFT/UTR-MOCK-10118/UBER BIZ/INV-10118
BNK-bb242329,2026-08-10,383555.43,UTR-MOCK-10107,NEFT/UTR-MOCK-10107/AWS CLOUD/INV-10107
BNK-12f313db,2026-08-05,435532.17,UTR-MOCK-10249,NEFT/UTR-MOCK-10249/PWC CONSULTING/INV-10249
BNK-7a62c9fd,2026-08-15,424166.05,UTR-MOCK-10227,NEFT/UTR-MOCK-10227/NOTION HQ/INV-10227
BNK-69805a32,2026-08-09,276431.11,UTR-MOCK-10256,NEFT/UTR-MOCK-10256/WEWORK COWORKING/INV-10256
BNK-a9b2c28b,2026-08-13,66291.38,UTR-MOCK-10096,NEFT/UTR-MOCK-10096/GITHUB INC/INV-10096
BNK-0edbc748,2026-08-06,72313.12,UTR-MOCK-10385,IMPS/P2A/UTR-MOCK-10385/NOTION/SETTLEMENT
BNK-5a7cd48c,2026-08-19,87843.15,UTR-MOCK-10348,ACH-DR/UTR-MOCK-10348/TATA COMM/BILL-10348
BNK-71064130,2026-08-04,90100.14,UTR-MOCK-10372,RTGS-OUT/UTR-MOCK-10372/SWIGGY B2B SERVICES
BNK-ce87cb8a,2026-08-10,433042.83,UTR-MOCK-10026,NEFT/UTR-MOCK-10026/STRIPE PAY/INV-10026
BNK-cd41f057,2026-07-31,765,UTR-MOCK-10444,CHG/BANK GUARANTEE SERVICING FEE/REF-10444
BNK-70618a40,2026-07-25,75506.66,UTR-MOCK-10056,NEFT/UTR-MOCK-10056/KPMG AUDIT/INV-10056
BNK-4562116d,2026-08-13,68956.7,UTR-MOCK-10168,NEFT/UTR-MOCK-10168/SLACK TECH/INV-10168
BNK-9472431d,2026-07-25,134167.77,UTR-MOCK-10149,NEFT/UTR-MOCK-10149/WEWORK COWORKING/INV-10149
BNK-e7d01c21,2026-08-08,57554.79,UTR-MOCK-10434-DUP,NEFT/UTR-MOCK-10434/GOOGLE WORKSPACE/INV-10434 RE-POST
BNK-2a1bacc3,2026-08-11,58866.89,UTR-MOCK-10378,IMPS/P2A/UTR-MOCK-10378/NOTION/SETTLEMENT
BNK-e6bc52da,2026-07-23,40983.6,UTR-MOCK-10095,NEFT/UTR-MOCK-10095/ZOHO CORP/INV-10095
BNK-c66882c3,2026-08-15,140528.97,UTR-MOCK-10484,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10484/UNRECORDED
BNK-8197548a,2026-08-10,419242.18,UTR-MOCK-10132,NEFT/UTR-MOCK-10132/SWIGGY B2B/INV-10132
BNK-928856df,2026-07-24,31907.6,UTR-MOCK-10309,NEFT/UTR-MOCK-10309/MSFT AZURE/INV-10309
BNK-67e60663,2026-08-15,188574.77,UTR-MOCK-10374,RTGS-OUT/UTR-MOCK-10374/STRIPE PAY SERVICES
BNK-7a50e772,2026-08-17,209401.55,UTR-MOCK-10389,UPI/CR/UTR-MOCK-10389/HUBSPOT IR/PAYMENT
BNK-1ced74d4,2026-07-30,112372.11,UTR-MOCK-10211,NEFT/UTR-MOCK-10211/GOOGLE WORKSPACE/INV-10211
BNK-5bbfd77f,2026-08-17,224886.74,UTR-MOCK-10110,NEFT/UTR-MOCK-10110/DELHIVERY LOGISTICS/INV-10110
BNK-8f6d529d,2026-08-03,74191.46,UTR-MOCK-10435-DUP,NEFT/UTR-MOCK-10435/GOOGLE WORKSPACE/INV-10435 RE-POST
BNK-b920f212,2026-07-22,120948.22,UTR-MOCK-10333,UPI/CR/UTR-MOCK-10333/UBER FOR B/PAYMENT
BNK-56f2c10b,2026-08-13,55620.57,UTR-MOCK-10037,NEFT/UTR-MOCK-10037/UBER BIZ/INV-10037
BNK-f1326fe5,2026-08-07,-18392.73,UTR-MOCK-10467,REFUND/CR/UTR-MOCK-10467/ZOHO CORP/OVERPAYMENT REVERSAL
BNK-42a472e2,2026-08-01,265582.08,UTR-MOCK-10255,NEFT/UTR-MOCK-10255/GITHUB INC/INV-10255
BNK-3e3c963e,2026-08-09,325161.52,UTR-MOCK-10174,NEFT/UTR-MOCK-10174/ZOHO CORP/INV-10174
BNK-581b2965,2026-08-08,236789.16,UTR-MOCK-10093,NEFT/UTR-MOCK-10093/NOTION HQ/INV-10093
BNK-d6003eb5,2026-08-18,77675.52,UTR-MOCK-10398,UPI/CR/UTR-MOCK-10398/ZOHO CORPO/PAYMENT
BNK-e8b47fcd,2026-08-16,36531.74,UTR-MOCK-10419,NEFT/UTR-MOCK-10419/SLACK TECH/INV-10419
BNK-19015903,2026-07-23,217182.38,UTR-MOCK-10173,NEFT/UTR-MOCK-10173/MSFT AZURE/INV-10173
BNK-f992ec2c,2026-07-27,64308.37,UTR-MOCK-10220,NEFT/UTR-MOCK-10220/NOTION HQ/INV-10220
BNK-f3f00177,2026-08-06,79919.96,UTR-MOCK-10196,NEFT/UTR-MOCK-10196/KPMG AUDIT/INV-10196
BNK-9bb2d97f,2026-08-16,113492.66,UTR-MOCK-10490,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10490/UNRECORDED
BNK-1ac7317f,2026-08-10,-22086.3,UTR-MOCK-10470,REFUND/CR/UTR-MOCK-10470/MSFT AZURE/OVERPAYMENT REVERSAL
BNK-60cdbee0,2026-08-16,226145.89,UTR-MOCK-10336,RTGS-OUT/UTR-MOCK-10336/SLACK TECH SERVICES
BNK-fc94da4c,2026-07-28,81150.83,UTR-MOCK-10253,NEFT/UTR-MOCK-10253/GOOGLE WORKSPACE/INV-10253
BNK-4f911d53,2026-08-01,11675.54,UTR-MOCK-10206,NEFT/UTR-MOCK-10206/ATLASSIAN JIRA/INV-10206
BNK-2ca1ed77,2026-08-11,351047.65,UTR-MOCK-10041,NEFT/UTR-MOCK-10041/AWS CLOUD/INV-10041
BNK-c282e0dd,2026-08-14,276264.87,UTR-MOCK-10098,NEFT/UTR-MOCK-10098/TATA COMM/INV-10098
BNK-fd074498,2026-08-06,253570.79,UTR-MOCK-10243,NEFT/UTR-MOCK-10243/FRESHWORKS/INV-10243
BNK-ed856f0e,2026-08-02,45196.54,UTR-MOCK-10057,NEFT/UTR-MOCK-10057/BHARTI AIRTEL/INV-10057
BNK-0ded1c50,2026-07-22,33575.29,UTR-MOCK-10365,IMPS/P2A/UTR-MOCK-10365/RAZORP/SETTLEMENT
BNK-dcd0473d,2026-07-29,372854.95,UTR-MOCK-10235,NEFT/UTR-MOCK-10235/FRESHWORKS/INV-10235
BNK-ed5383c1,2026-08-09,197099.29,UTR-MOCK-10044,NEFT/UTR-MOCK-10044/FRESHWORKS/INV-10044
BNK-63449ca1,2026-08-10,170827.53,UTR-MOCK-10488,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10488/UNRECORDED
BNK-30343adf,2026-08-13,40179.91,UTR-MOCK-10496,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10496/UNRECORDED
BNK-dd6835b1,2026-08-07,159450.56,UTR-MOCK-10492,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10492/UNRECORDED
BNK-1a8cbde6,2026-08-07,56553.54,UTR-MOCK-10311,NEFT/UTR-MOCK-10311/TATA COMM/INV-10311
BNK-9a751411,2026-08-07,84633.04,UTR-MOCK-10494,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10494/UNRECORDED
BNK-9794a1fb,2026-08-02,1820,UTR-MOCK-10459,CHG/CORPORATE NETBANKING TOKEN RENEWAL CHARGE/REF-10459
BNK-1568cb38,2026-08-19,253989.47,UTR-MOCK-10242,NEFT/UTR-MOCK-10242/NOTION HQ/INV-10242
BNK-586fb1f1,2026-07-23,302152.49,UTR-MOCK-10165,NEFT/UTR-MOCK-10165/ZOHO CORP/INV-10165
BNK-919c51b0,2026-07-26,27504.98,UTR-MOCK-10154,NEFT/UTR-MOCK-10154/ATLASSIAN JIRA/INV-10154
BNK-c71b5078,2026-08-10,215886.54,UTR-MOCK-10310,NEFT/UTR-MOCK-10310/FRESHWORKS/INV-10310
BNK-96a1ce64,2026-08-07,339344.28,UTR-MOCK-10238,NEFT/UTR-MOCK-10238/STRIPE PAY/INV-10238
BNK-623e74be,2026-08-06,146639.77,UTR-MOCK-10043,NEFT/UTR-MOCK-10043/ATLASSIAN JIRA/INV-10043
BNK-5fcee7fe,2026-08-17,246569.16,UTR-MOCK-10045,NEFT/UTR-MOCK-10045/KPMG AUDIT/INV-10045
BNK-09797a04,2026-08-04,54984.96,UTR-MOCK-10391,RTGS-OUT/UTR-MOCK-10391/SLACK TECH SERVICES
BNK-ecb3e44d,2026-08-01,433276.65,UTR-MOCK-10063,NEFT/UTR-MOCK-10063/BHARTI AIRTEL/INV-10063
BNK-9a86b367,2026-08-12,23711.04,UTR-MOCK-10145,NEFT/UTR-MOCK-10145/FRESHWORKS/INV-10145
BNK-dc60f74e,2026-08-19,362496.77,UTR-MOCK-10143,NEFT/UTR-MOCK-10143/SWIGGY B2B/INV-10143
BNK-b3b258b3,2026-08-08,57510.31,UTR-MOCK-10064,NEFT/UTR-MOCK-10064/RAZORPAY/INV-10064
BNK-3e92f825,2026-07-18,57496.17,UTR-MOCK-10329,RTGS-OUT/UTR-MOCK-10329/ATLASSIAN JIRA SERVICES
BNK-c5d7af20,2026-08-13,156522.95,UTR-MOCK-10260,NEFT/UTR-MOCK-10260/GITHUB INC/INV-10260
BNK-19ae0d80,2026-08-03,224359.91,UTR-MOCK-10156,NEFT/UTR-MOCK-10156/AWS CLOUD/INV-10156
BNK-41aa5d82,2026-07-17,185109.38,UTR-MOCK-10397,IMPS/P2A/UTR-MOCK-10397/HUBSPO/SETTLEMENT
BNK-e60955e1,2026-07-16,10028.22,UTR-MOCK-10407,UPI/CR/UTR-MOCK-10407/HUBSPOT IR/PAYMENT
BNK-90b56f48,2026-08-11,67046.18,UTR-MOCK-10421-DUP,NEFT/UTR-MOCK-10421/KPMG AUDIT/INV-10421 RE-POST
BNK-4b132280,2026-08-12,309026.69,UTR-MOCK-10138,NEFT/UTR-MOCK-10138/ATLASSIAN JIRA/INV-10138
BNK-e81ea3ce,2026-08-05,148750.22,UTR-MOCK-10334,UPI/CR/UTR-MOCK-10334/SLACK TECH/PAYMENT
BNK-16eabc32,2026-08-04,301126.66,UTR-MOCK-10322,NEFT/UTR-MOCK-10322/WEWORK COWORKING/INV-10322
BNK-a4fb90d5,2026-08-13,60565.9,UTR-MOCK-10144,NEFT/UTR-MOCK-10144/BHARTI AIRTEL/INV-10144
BNK-8e3906a9,2026-08-15,408042.8,UTR-MOCK-10314,NEFT/UTR-MOCK-10314/WEWORK COWORKING/INV-10314
BNK-b91f2b56,2026-08-17,186970.24,UTR-MOCK-10146,NEFT/UTR-MOCK-10146/NOTION HQ/INV-10146
BNK-e8e6bfe1,2026-08-06,353118.67,UTR-MOCK-10162,NEFT/UTR-MOCK-10162/STRIPE PAY/INV-10162
BNK-2a576f83,2026-08-11,420502.75,UTR-MOCK-10313,NEFT/UTR-MOCK-10313/KPMG AUDIT/INV-10313
BNK-0e94cf18,2026-07-28,144732.74,UTR-MOCK-10031,NEFT/UTR-MOCK-10031/PWC CONSULTING/INV-10031
BNK-2e4a5dce,2026-07-22,207471.86,UTR-MOCK-10366,RTGS-OUT/UTR-MOCK-10366/ZOHO CORP SERVICES
BNK-bf4864bf,2026-07-22,212242.95,UTR-MOCK-10326,RTGS-OUT/UTR-MOCK-10326/AWS CLOUD SERVICES
BNK-029c87f2,2026-08-05,295262.31,UTR-MOCK-10323,NEFT/UTR-MOCK-10323/DELHIVERY LOGISTICS/INV-10323
BNK-d61417c3,2026-08-04,393036.31,UTR-MOCK-10324,NEFT/UTR-MOCK-10324/SWIGGY B2B/INV-10324
BNK-97fa1cd0,2026-07-28,256919.19,UTR-MOCK-10325,NEFT/UTR-MOCK-10325/HUBSPOT MARKETING/INV-10325
BNK-8cce9a2f,2026-07-29,61206.76,UTR-MOCK-10321,NEFT/UTR-MOCK-10321/BHARTI AIRTEL/INV-10321
BNK-40a29e97,2026-07-30,179434.58,UTR-MOCK-10392,RTGS-OUT/UTR-MOCK-10392/DELHIVERY LOGISTICS SERVICES
BNK-376948cb,2026-08-03,9743.37,UTR-MOCK-10360,ACH-DR/UTR-MOCK-10360/ZOHO CORP/BILL-10360
BNK-70e7feb7,2026-08-07,277126.65,UTR-MOCK-10318,NEFT/UTR-MOCK-10318/AWS CLOUD/INV-10318
BNK-30e4b846,2026-07-16,152338.93,UTR-MOCK-10393,IMPS/P2A/UTR-MOCK-10393/AWS CL/SETTLEMENT
BNK-bbec5553,2026-08-14,181050.7,UTR-MOCK-10341,IMPS/P2A/UTR-MOCK-10341/PWC CO/SETTLEMENT
BNK-4fdfb3d0,2026-08-01,167383.3,UTR-MOCK-10353,IMPS/P2A/UTR-MOCK-10353/WEWORK/SETTLEMENT
BNK-94ef50d8,2026-07-22,214339.43,UTR-MOCK-10351,RTGS-OUT/UTR-MOCK-10351/RAZORPAY SERVICES
BNK-3375d60e,2026-07-25,77588.76,UTR-MOCK-10363,UPI/CR/UTR-MOCK-10363/GITHUB ENT/PAYMENT
BNK-50ed6f60,2026-07-19,26494.64,UTR-MOCK-10373,ACH-DR/UTR-MOCK-10373/GOOGLE WORKSPACE/BILL-10373
BNK-ae6a1b55,2026-08-10,418989.68,UTR-MOCK-10160,NEFT/UTR-MOCK-10160/SLACK TECH/INV-10160
BNK-9fd27313,2026-08-07,167817.37,UTR-MOCK-10279,NEFT/UTR-MOCK-10279/KPMG AUDIT/INV-10279
